year,title,rating,no_of_reviews,directors_actors,genres,runtime,gross
(1947),The Black Widow,6.5,380,"Directors:,Spencer Gordon Bennet,,,Fred C. Brannon,,|,Stars:,Bruce Edwards,,,Virginia Lee,,,Carol Forman,,,Anthony Warde,","Action, Adventure, Crime",180 min,
(2010),Darkstar: The Interactive Movie,6.5,55,"Director:,J. Allen Williams,,|,Stars:,Clive Robertson,,,Trace Beaulieu,,,Justin Clay Amant,,,Michael Borich,","Action, Adventure, Mystery",,
(2018),Bad Investigate,6.5,759,"Director:,Luis Ismael,,|,Stars:,Francisco Menezes,,,Luis Ismael,,,Enrique Arce,,,Eric da Silva,","Action, Comedy, Crime",120 min,
(1939),The Real Glory,6.5,"1,128","Director:,Henry Hathaway,,|,Stars:,Gary Cooper,,,David Niven,,,Andrea Leeds,,,Reginald Owen,","Action, History, Music",96 min,
(1990),Curry and Pepper,6.5,"1,005","Director:,Blackie Shou-Liang Ko,,|,Stars:,Stephen Chow,,,Jacky Cheung,,,Ann Bridgewater,,,Eric Tsang,","Action, Comedy",101 min,
(I) (2007),Fighter,6.5,"1,583","Director:,Natasha Arthy,,|,Stars:,Semra Turan,,,Nima Nabipour,,,Cyron Melville,,,Molly Blixt Egelind,","Action, Drama, Romance",100 min,
(2008),The Sensei,6.5,454,"Director:,Diana Lee Inosanto,,|,Stars:,Diana Lee Inosanto,,,Keith David,,,Melissa Taylor,,,Shane Weingardt,","Action, Drama, Sport",95 min,
(2018),Goyo: The Boy General,6.5,886,"Director:,Jerrold Tarog,,|,Stars:,Paulo Avelino,,,Carlo Aquino,,,Arron Villaflor,,,Mon Confiado,","Action, Biography, History",155 min,
(2019),Merry Men 2,6.5,76,"Director:,Moses Inwang,,|,Stars:,Damilola Adegbite,,,Alex Asogwa,,,Regina Daniels,,,Iretiola Doyle,","Action, Comedy",115 min,
(1973),The Spoilers,6.5,40,"Director:,Chalong Pakdeevijit,,|,Stars:,Greg Morris,,,Sombat Metanee,,,Krung Srivilai,,,Thuy Hang Tham,","Action, Adventure",100 min,
(2011),Spooks,6.5,29,"Director:,Michael Keller,,|,Stars:,Jason Castle,,,Nina Harada,,,Michael Keller,,,Luis Anguiano,","Action, Adventure, Comedy",70 min,
(1953),Ma and Pa Kettle at Waikiki,6.5,534,"Director:,Lee Sholem,,|,Stars:,Marjorie Main,,,Percy Kilbride,,,Lori Nelson,,,Byron Palmer,","Action, Adventure, Comedy",79 min,
(2018),Silent Times,6.5,11,"Director:,Christopher Annino,,|,Stars:,Geoff Blanchette,,,Olga Kurkulina,,,Veronica Convery,,,Angela Graham,","Action, Comedy, Drama",90 min,
(2017),Fags in the Fast Lane,6.5,48,"Director:,Josh Collins,,|,Stars:,Tex Perkins,,,Chris Asimos,,,Matt Jones,,,Sasha Cuha,","Action, Adventure, Comedy",90 min,
(1930),Only the Brave,6.5,105,"Director:,Frank Tuttle,,|,Stars:,Gary Cooper,,,Mary Brian,,,Phillips Holmes,,,James Neill,","Action, Drama, Music",66 min,
(1945),God Is My Co-Pilot,6.5,656,"Director:,Robert Florey,,|,Stars:,Dennis Morgan,,,Raymond Massey,,,Dane Clark,,,Alan Hale,","Action, Adventure, Biography",90 min,
(1987),Ground Zero,6.5,525,"Directors:,Bruce Myles,,,Michael Pattinson,,|,Stars:,Colin Friels,,,Jack Thompson,,,Donald Pleasence,,,Natalie Bate,","Action, Drama, Mystery",109 min,$0.20M
(2017),The Prison,6.5,"2,000","Director:,Hyeon Na,,|,Stars:,Rae-won Kim,,,Han Suk-kyu,,,Se-ho Ahn,,,Jeon Bae-soo,","Action, Crime",125 min,$0.21M
(2021),Shooting Paul,6.5,16,"Director:,Philippe Martinez,,|,Stars:,Nathalie Cox,,,Armand Assante,,,Richard Carter,,,Jonathan Failla,",Action,,
(2006),Fatal Contact,6.5,"1,776","Director:,Dennis Law,,|,Stars:,Jing Wu,,,Ronald Cheng,,,Miki Yeung,,,Theresa Fu,","Action, Crime, Drama",110 min,
(1948),Canon City,6.5,409,"Director:,Crane Wilbur,,|,Stars:,Scott Brady,,,Jeff Corey,,,Whit Bissell,,,Stanley Clements,","Action, Crime, Drama",82 min,
(2006),The Bride Wore Blood,6.5,43,"Directors:,Scott Beck,,,Bryan Woods,,|,Stars:,Christy Sullivan,,,Travis Shepherd,,,Shane Simmons,,,Justin Marxen,","Action, Drama, Western",60 min,
(1956),Red Sundown,6.5,682,"Director:,Jack Arnold,,|,Stars:,Rory Calhoun,,,Martha Hyer,,,Dean Jagger,,,Robert Middleton,","Action, Drama, Romance",81 min,
(2002),The Dolemite Explosion,6.5,109,"Director:,Frank Pinnock,,|,Stars:,Rudy Ray Moore,,,Jerry Jones,,,James Evans,,,Kenneth Ivan,",Action,76 min,
(1943),The Fighting Guerrillas,6.5,259,"Director:,Louis King,,|,Stars:,Philip Dorn,,,Anna Sten,,,Shepperd Strudwick,,,Virginia Gilmore,","Action, Drama, War",73 min,
(1939),Mr. Moto Takes a Vacation,6.5,692,"Director:,Norman Foster,,|,Stars:,Peter Lorre,,,Joseph Schildkraut,,,Lionel Atwill,,,Virginia Field,","Action, Crime, Drama",65 min,
(I) (1940),The Green Archer,6.5,187,"Stars:,Victor Jory,,,Iris Meredith,,,James Craven,,,Robert Fiske,","Action, Adventure, Crime",285 min,
(2019),Things I Do for Money,6.5,100,"Director:,Warren P. Sonoda,,|,Stars:,Theodor Aoki,,,Maximilian Aoki,,,Yodit Tewoderos,,,Rhett Morita,","Action, Crime, Drama",99 min,
(1933),The Woman I Stole,6.5,67,"Director:,Irving Cummings,,|,Stars:,Jack Holt,,,Fay Wray,,,Donald Cook,,,Noah Beery,","Action, Adventure",70 min,
(1947),The Foxes of Harrow,6.5,542,"Director:,John M. Stahl,,|,Stars:,Rex Harrison,,,Maureen O'Hara,,,Richard Haydn,,,Victor McLaglen,","Action, Drama, Romance",117 min,
(1948),Adventures of Casanova,6.5,60,"Director:,Roberto Gavaldón,,|,Stars:,Arturo de Córdova,,,Lucille Bremer,,,Turhan Bey,,,John Sutton,","Action, Adventure, History",83 min,
(1958),Floods of Fear,6.5,285,"Director:,Charles Crichton,,|,Stars:,Howard Keel,,,Anne Heywood,,,Cyril Cusack,,,Harry H. Corbett,","Action, Adventure, Drama",82 min,
(1947),Dragnet,6.5,42,"Director:,Leslie Goodwins,,|,Stars:,Henry Wilcoxon,,,Mary Brian,,,Douglass Dumbrille,,,Virginia Dale,","Action, Adventure, Comedy",71 min,
(2017),Top Knot Detective,6.5,376,"Directors:,Aaron McCann,,,Dominic Pearce,,|,Stars:,Toshi Okuzaki,,,Masa Yamaguchi,,,Mayu Iwasaki,,,Kuni Hashimoto,","Action, Comedy, Crime",87 min,
(1928),Sharp Shooters,6.5,33,"Director:,John G. Blystone,,|,Stars:,George O'Brien,,,Lois Moran,,,Noah Young,,,Tom Dugan,","Action, Comedy, Drama",60 min,
(2015),The Closer,6.5,45,"Director:,Eli Hershko,,|,Stars:,Patrick Duke Conboy,,,Robert Berlin,,,Christopher Kloko,,,Danielle Leaf,","Action, Crime, Drama",95 min,
(2009),Once Upon a Time in Dublin,6.5,53,"Director:,Jason Figgis,,|,Stars:,Emmett J Scanlan,,,Eoin Macken,,,Bill Fellows,,,Karl Hayden,","Action, Drama, Thriller",97 min,
(2020),Enchantimals: Spring Into Harvest Hills,6.5,36,"Director:,Jayson Thiessen,,|,Stars:,Rachel Butera,,,Doug Erholtz,,,Lizzie Freeman,,,Jonquil Goode,","Animation, Action, Adventure",45 min,
(1948),Rogues' Regiment,6.5,186,"Director:,Robert Florey,,|,Stars:,Dick Powell,,,Märta Torén,,,Vincent Price,,,Stephen McNally,","Action, Adventure, Mystery",86 min,
(2009),Zombie Punch,6.5,40,"Director:,Silver Kim,,|,Stars:,Rebecca Yakimowski,,,C. Ernst Harth,,,Justin Taite,,,James Pizzinato,","Action, Horror, Thriller",103 min,
(2020),Commandos: The Mission,6.5,42,"Director:,Hanro Smitsman,,|,Stars:,Werner Kolf,,,Teun Kuilboer,,,Kay Greidanus,,,Egbert Jan Weeber,","Action, Drama, Thriller",87 min,
(I) (2019),Talash,6.5,47,"Director:,Zeeshan Khan,,|,Stars:,Saleem Mairaj,,,Mustafa Qureshi,,,Noaman Sami,,,Adnan Shah,","Action, Adventure, Comedy",,
(1950),Cody of the Pony Express,6.5,39,"Director:,Spencer Gordon Bennet,,|,Stars:,Jock Mahoney,,,Dickie Moore,,,Peggy Stewart,,,William Fawcett,","Action, Adventure, Family",270 min,
(2020),"April 7, 1980",6.5,23,"Director:,Nadav Schirman,,|,Stars:,Efrat Boimold,,,Adam Haloon,,,Shira Kedem-Katzenelenbogen,,,Zohar Liba,","Action, Drama",85 min,
(1997),Sztos,6.5,"1,024","Director:,Olaf Lubaszenko,,|,Stars:,Jan Nowicki,,,Cezary Pazura,,,Monika Ambroziak,,,Henryk Bista,","Action, Comedy",86 min,
(1942),Don Winslow of the Navy,6.5,115,"Directors:,Ford Beebe,,,Ray Taylor,,|,Stars:,Don Terry,,,Walter Sande,,,John Litel,,,Wade Boteler,","Action, Adventure, War",237 min,
(2011),Gekijouban Sengoku Basara: The Last Party,6.5,184,"Director:,Kazuya Nomura,,|,Stars:,Liam O'Brien,,,Troy Baker,,,Laura Bailey,,,Chris Ayres,","Animation, Action, Adventure",94 min,
(2010),Born to Die,6.5,21,"Director:,Jay Mager,,|,Stars:,Kyle Andrews,,,Lauren Ballesteros,,,Bob Bieber,,,Jennifer Bihl,","Action, Crime, Thriller",51 min,
(1988),Jungle Heat,6.5,54,"Director:,George Chung,,|,Stars:,George Chung,,,Leo Fong,,,Chuck Jeffreys,,,Richard Norton,","Action, Crime, Thriller",,
(2003),Lumpia,6.5,45,"Director:,Patricio Ginelsa,,|,Stars:,Carlos Baon,,,Francis Custodio,,,Edward Baon,,,Elizabeth Mendoza,","Action, Comedy",80 min,
(2011),The Suppressor,6.5,116,"Director:,Ara Paiaya,,|,Stars:,Ara Paiaya,,,Chris Robb,,,Vinnie Wilson,,,Arianne Paiaya,",Action,90 min,
(1945),The Master Key,6.5,82,"Directors:,Lewis D. Collins,,,Ray Taylor,,|,Stars:,Milburn Stone,,,Jan Wiley,,,Dennis Moore,,,Addison Richards,","Action, Adventure, Crime",226 min,
(2019),Supermen: World War,6.5,23,"Director:,Donny Callahan,,|,Stars:,Kevin Caliber,,,Kerri Miller,,,Charlee Soffer,,,Scott Michael Dunn,",Action,63 min,
(1987),Treasure of the Ninja,6.5,48,"Director:,William Lee,,|,Stars:,Gary Burton,,,John H. Howenstine,,,Ajay Kumar,,,William Lee,",Action,106 min,
(2008),Maximum Impact,6.5,94,"Director:,Ara Paiaya,,|,Stars:,Ara Paiaya,,,Raquel Paiaya,,,Chris Robb,,,Vinnie Wilson,","Action, Adventure",75 min,
(2014),The Alley Cat,6.5,44,"Director:,Marie Ullrich,,|,Stars:,Jenny Strubin,,,Omero Arreola,,,Dana Bernadine,,,Nick Cardiff,","Action, Drama, Sport",65 min,
(1947),The Crimson Key,6.5,129,"Director:,Eugene Forde,,|,Stars:,Kent Taylor,,,Doris Dowling,,,Dennis Hoey,,,Louise Currie,","Action, Crime, Mystery",76 min,
(2010),Angry,6.5,96,"Directors:,Yohanna Idha,,,Christopher Schönning,,|,Stars:,Yohanna Idha,,,Christopher Schönning,,,Bo Svenson,,,Laurene Suralta,","Action, Drama, Horror",85 min,
(2008),Forecast,6.5,320,"Director:,Zornitsa Sophia,,|,Stars:,Assen Blatechki,,,Teodora Duhovnikova,,,Kresimir Mikic,,,Joost Scholte,","Action, Adventure, Drama",100 min,
(III) (2015),Animus,6.5,15,"Director:,Ray Rudy,,|,Stars:,Caroline Amiguet,,,Jonathan Baker,,,David Beck,,,Mark Benjamin,","Action, Adventure, Thriller",126 min,
(1946),Daughter of Don Q,6.5,69,"Directors:,Spencer Gordon Bennet,,,Fred C. Brannon,,|,Stars:,Lorna Gray,,,Kirk Alyn,,,LeRoy Mason,,,Roy Barcroft,","Action, Adventure, Crime",167 min,
(2021),Parallel Lines,6.5,230,"Director:,R. Kiran,,|,Stars:,Vatsan M. Natarajan,,,Masanth Natarajan,,,Nagarajan Kannan,,,Naveen Bala,","Action, Drama, Thriller",104 min,
(1928),While the City Sleeps,6.5,252,"Director:,Jack Conway,,|,Stars:,Lon Chaney,,,Anita Page,,,Carroll Nye,,,Wheeler Oakman,","Action, Crime, Drama",66 min,
(2010),Zombie Beach,6.5,709,"Director:,Mukesh Asopa,,|,Stars:,Mukesh Asopa,,,Katherine Stefanski,,,Kamal Nandi,,,Kevin Tracy,","Action, Comedy, Horror",71 min,
(1986),Kong-Fu Wonder Child,6.5,70,"Director:,Tso Nam Lee,,|,Stars:,Hsiao-Lao Lin,,,Yukari Ôshima,,,Shan Charng,,,Jack Long,","Action, Fantasy",90 min,
(2022),IN3DRAGON,6.5,7,"Director:,JJ Stomp,,|,Stars:,Aki Aleong,,,Rick Bear,,,Fabio Bevilacqua,,,Dawna Lee Heising,",Action,116 min,
(1941),"Dick Tracy vs. Crime, Inc.",6.5,309,"Directors:,John English,,,William Witney,,|,Stars:,Ralph Byrd,,,Michael Owen,,,Jan Wiley,,,John Davidson,","Action, Crime, Drama",263 min,
(1975),Legacy,6.5,33,"Director:,Karen Arthur,,|,Stars:,Joan Hotchkis,,,George McDaniel,,,Sean Allan,,,Dixie Lee,","Action, Crime, Drama",88 min,
(1944),The Desert Hawk,6.5,42,"Director:,B. Reeves Eason,,|,Stars:,Gilbert Roland,,,Mona Maris,,,Ben Welden,,,Kenneth MacDonald,","Action, Adventure, Comedy",285 min,
(2013),Subspiral,6.5,40,"Director:,Alton Claude,,|,Stars:,Marvin Baldwin Jr.,,,Amelia B.,,,Kristy Butler,,,Jordan Carter,","Action, Drama",88 min,
(1991),Angel in the Dark,6.5,39,"Director:,Teddy Page,,|,Stars:,Romano Kristoff,,,Zibel O'Grady,,,Rachael Murray,,,Jim Gaines,",Action,90 min,
(1936),The Accusing Finger,6.5,70,"Director:,James P. Hogan,,|,Stars:,Paul Kelly,,,Marsha Hunt,,,Kent Taylor,,,Robert Cummings,","Action, Crime, Drama",61 min,
(2003),Colour of the Truth,6.5,671,"Directors:,Marco Mak,,,Jing Wong,,|,Stars:,Anthony Chau-Sang Wong,,,Jordan Chan,,,Raymond Ho-Yin Wong,,,Gillian Chung,","Action, Crime, Drama",104 min,
(2017),The Wrong People,6.5,17,"Directors:,Dan Francis,,,Jamie Francis,,|,Stars:,Jeff Carpenter,,,Dan Francis,,,Tim Lorimer,,,Rick Meyers,","Action, Crime",75 min,
(1949),Illegal Entry,6.5,111,"Director:,Frederick De Cordova,,|,Stars:,Howard Duff,,,Märta Torén,,,George Brent,,,Gar Moore,","Action, Crime, Drama",84 min,
(1935),Men Without Names,6.5,56,"Director:,Ralph Murphy,,|,Stars:,Fred MacMurray,,,Madge Evans,,,David Holt,,,Lynne Overman,","Action, Crime, Drama",66 min,
(2018),Mayfair,6.5,14,"Director:,Sara Blecher,,|,Stars:,Ronak Patani,,,Wayne Van Rooyen,,,Ameera Patel,,,Rajesh Gopie,","Action, Crime, Drama",91 min,
(2003),Road Kings,6.5,91,"Director:,Detdrich McClure,,|,Stars:,Gabriella Biemforde,,,Wayne Dehart,,,Milo Frank,,,Kevin Linell,","Action, Drama",90 min,
(1986),Lost!,6.5,65,"Director:,Peter Rowe,,|,Stars:,Kenneth Welsh,,,Helen Shaver,,,Michael Hogan,,,Linda Goranson,","Action, Drama",95 min,
(1914),Lucille Love: The Girl of Mystery,6.5,24,"Director:,Francis Ford,,|,Stars:,Grace Cunard,,,Francis Ford,,,Harry Schumm,,,Ernest Shields,",Action,300 min,
(1940),High School,6.5,80,"Directors:,George Nichols Jr.,,,Norman Foster,,|,Stars:,Jane Withers,,,Joe Brown Jr.,,,Paul Harvey,,,Lloyd Corrigan,","Action, Comedy, Music",74 min,
(1953),Return of the Plainsman,6.5,20,"Director:,Lee Robinson,,|,Stars:,Chips Rafferty,,,Henry Murdoch,,,Victoria Shaw,,,Max Osbiston,","Action, Western",62 min,
(1984),In Retirement,6.5,85,"Director:,Juan Carlos Desanzo,,|,Stars:,Rodolfo Ranni,,,María Vaner,,,Julio De Grazia,,,Osvaldo Terranova,","Action, Thriller",87 min,
(I) (1934),Burn 'Em Up Barnes,6.5,90,"Directors:,Colbert Clark,,,Armand Schaefer,,|,Stars:,Jack Mulhall,,,Frankie Darro,,,Lola Lane,,,Julian Rivero,","Action, Adventure",210 min,
(2006),The Front Line,6.5,992,"Director:,David Gleeson,,|,Stars:,Eriq Ebouaney,,,Gerard McSorley,,,James Frain,,,Fatou N'Diaye,","Action, Crime, Drama",93 min,
(2007),Evadithe Nakenti,6.5,68,"Directors:,Jeevitha,,,Rajasekhar,,,Samudra V.,,|,Stars:,Rajasekhar,,,Samvrutha Sunil,,,Mumait Khan,,,Raghuvaran,","Action, Crime, Drama",170 min,
(1929),Nothing But the Truth,6.5,91,"Director:,Victor Schertzinger,,|,Stars:,Richard Dix,,,Helen Kane,,,Louis John Bartels,,,Ned Sparks,","Action, Comedy, Romance",78 min,
(1993),Fist from Shaolin,6.5,95,"Directors:,Hsin-Yen Chang,,,Kwok-Wai Lau,,|,Stars:,Qun Wang,,,Qiao Tan,,,Jianguo Qiu,,,Ruiyun An,","Action, Adventure, Comedy",94 min,
(1934),Million Dollar Ransom,6.5,28,"Director:,Murray Roth,,|,Stars:,Phillips Holmes,,,Edward Arnold,,,Mary Carlisle,,,Wini Shaw,","Action, Comedy, Music",70 min,
(1987),Hit the Road Running,6.5,16,"Director:,Worth Keeter,,|,Stars:,Earl Owensby,,,Bill Gribble,,,Leon Rippy,,,Dandy Stevenson,","Action, Comedy",92 min,
(1984),Stanley: Every Home Should Have One,6.5,52,"Director:,Esben Storm,,|,Stars:,Peter Bensley,,,Graham Kennedy,,,Nell Campbell,,,Michael Craig,","Action, Comedy",93 min,
(1932),Cannonball Express,6.5,20,"Director:,Wallace Fox,,|,Stars:,Rex Lease,,,Tom Moore,,,Lucile Browne,,,Leon Ames,","Action, Adventure, Crime",64 min,
(2020),No Remorse,6.5,55,"Director:,Mickulus A Rubin,,|,Stars:,Tray Chaney,,,Jason Louder,,,Shuntel Renay,,,Ava Justin,","Action, Thriller",,
(1927),Casey at the Bat,6.5,27,"Director:,Monte Brice,,|,Stars:,Wallace Beery,,,Zasu Pitts,,,Ford Sterling,,,Sterling Holloway,","Action, Comedy, Sport",68 min,$0.43M
(1948),G-Men Never Forget,6.5,104,"Directors:,Fred C. Brannon,,,Yakima Canutt,,|,Stars:,Clayton Moore,,,Roy Barcroft,,,Ramsay Ames,,,Gil Frye,","Action, Adventure, Crime",167 min,
(1945),Who's Guilty?,6.5,36,"Directors:,Howard Bretherton,,,Wallace Grissell,,|,Stars:,Robert Kent,,,Amelita Ward,,,Tim Ryan,,,Jayne Hazard,","Action, Crime, Mystery",,
(1954),Superman and the Jungle Devil,6.5,59,"Directors:,George Blair,,,Thomas Carr,,|,Stars:,George Reeves,,,Noel Neill,,,Jack Larson,,,John Hamilton,","Action, Fantasy, Sci-Fi",77 min,
(2005),Moses: Fallen. In the City of Angels.,6.5,25,"Director:,Ben Maccabee,,|,Stars:,Ben Maccabee,,,Penny Ray,,,Tony Digerlando,,,Amos Cowson,",Action,125 min,
(2014),Charlie Mantle,6.5,64,"Director:,Fred Carpenter,,|,Stars:,Robert Funaro,,,Armand Assante,,,Sean Young,,,Robert Clohessy,",Action,80 min,
(2018),Villavan: The Vigilante,6.5,17,"Director:,Vassan,,|,Stars:,Vinod Mohana Sundaram,,,Sangeeta Krishnasamy,,,Mathialagan,,,Logan Nathan,","Action, Drama, Thriller",120 min,
(1982),Raiders of Galaxy,6.5,43,"Director:,Seung-cheol Park,","Animation, Action, Sci-Fi",69 min,
(1931),The Last Parade,6.5,18,"Director:,Erle C. Kenton,,|,Stars:,Jack Holt,,,Tom Moore,,,Constance Cummings,,,Robert Ellis,","Action, Crime, Drama",82 min,
(2016),Rudro,6.5,10,"Director:,Sayem Zafar Imami,,|,Stars:,Abm Sumon,,,Peya Bipasha,,,Ahmed Sharif,,,Alexander Bo,",Action,,
(2014),Best of Raw After the Show,6.5,34,"Director:,Kevin Dunn,,|,Stars:,Kurt Angle,,,Steve Austin,,,Dave Bautista,,,Eric Bischoff,",Action,,
(2007),Beantown,6.5,86,"Director:,Timothy Norman,,|,Stars:,Kristen Savage,,,Randy Paradis,,,Sean Fowler,,,Drew Paradis,","Action, Crime, Drama",95 min,
(1936),Nobody's Fool,6.5,21,"Director:,Arthur Greville Collins,,|,Stars:,Edward Everett Horton,,,Glenda Farrell,,,Cesar Romero,,,Warren Hymer,","Action, Comedy, Crime",75 min,
(2010),Soch Lo,6.5,96,"Director:,Sartaj Singh Pannu,,|,Stars:,Barkha Madan,,,Iris Maity,,,Nishan Nanaiah,,,Sartaj Singh Pannu,","Action, Crime, Drama",,
(1936),They Met in a Taxi,6.5,74,"Director:,Alfred E. Green,,|,Stars:,Chester Morris,,,Fay Wray,,,Raymond Walburn,,,Lionel Stander,","Action, Comedy, Crime",70 min,
(2002),Screaming Night,6.5,26,"Director:,John Henry Richardson,,|,Stars:,Heather Ashley Chase,,,Jen Eldridge,,,Kevin Berthiaume,,,Ryan Brooks,","Action, Horror, Thriller",,
(1997),The Alive Tribe,6.5,19,"Director:,Stephen Amis,,|,Stars:,Craig Adams,,,John Arnold,,,Daniel Akers,,,Martin Akers,","Action, Comedy, Romance",90 min,
(2014),Zola,6.5,9,"Directors:,Sanelle Sibanda,,,Tom Bergstrom,,|,Stars:,Sibanda Babongile,,,Simon Banda,,,Salem Bhebhe,,,Vint Carmona,","Action, Drama",120 min,
(2000),Cyberon,6.5,67,"Director:,Bill Baggs,,|,Stars:,Keith Bell,,,Jo Castleton,,,Nancy Allen,,,P.J. Ochlan,","Action, Drama, Sci-Fi",,
(1917),The Fatal Ring,6.5,18,"Director:,George B. Seitz,,|,Stars:,Pearl White,,,Earle Foxe,,,Warner Oland,,,Ruby Hoffman,","Action, Drama",400 min,
(1939),Flying G-Men,6.5,41,"Directors:,James W. Horne,,,Ray Taylor,,|,Stars:,Robert Paige,,,Richard Fiske,,,James Craig,,,Lorna Gray,","Action, Adventure, Crime",257 min,
(I) (2016),In April,6.5,38,"Director:,Carlo Bruno,,|,Stars:,Lily Blane,,,Carlo Bruno,,,Marina Bruno,,,Michael Earle Caza,","Action, Drama, Fantasy",119 min,
(1921),The Hope Diamond Mystery,6.5,50,"Director:,Stuart Paton,,|,Stars:,Grace Darmond,,,Harry Carter,,,George Chesebro,,,Boris Karloff,","Action, Adventure, Mystery",300 min,
(1939),Behind Prison Gates,6.5,30,"Director:,Charles Barton,,|,Stars:,Brian Donlevy,,,Julie Bishop,,,Joseph Crehan,,,Paul Fix,","Action, Adventure, Crime",63 min,
(2019),Batman: Terror of Arkham,6.5,19,"Director:,Jonathon Glickman,,|,Stars:,Jonathon Glickman,,,Carl Dobson,,,Tom Churchill,,,Matthew Fordy,","Action, Adventure, Drama",57 min,
(1984),Shaolin: The Blood Mission,6.5,87,"Director:,Woo-sang Park,,|,Stars:,Kuo-Ming Sun,,,Jeong-lee Hwang,,,Jae-yeong Lee,,,Jin-Yeong Lee,",Action,90 min,
(2012),West Lincoln,6.5,7,"Directors:,Anthony Marquez,,,Logan Gilpin,,|,Stars:,Claudia Carrillo-Rodriguez,,,Stephanie Cleghorn,,,Anthony Cortez,,,Ram Munguia,","Action, Drama, Family",91 min,
(2011),Rosedale,6.5,14,"Director:,Stephen Sewell,,|,Stars:,Stephen Sewell,,,Ian Sewell,,,Eric Sewell,,,Robert Maitland,",Action,104 min,
(2018),Fall of Lotus: A Star Wars Story,6.5,23,"Director:,Tarik Hatipoglu,,|,Stars:,Chris Onyx,,,Hunter 'Malkavius' Longworth,,,Alexakxo,,,Amber Marie Bernauer,","Action, Adventure, Fantasy",,
(I) (1953),Roar of the Crowd,6.5,12,"Director:,William Beaudine,,|,Stars:,Howard Duff,,,Helene Stanley,,,Dave Willock,,,Louise Arthur,","Action, Drama, Sport",71 min,
(1938),Nurse from Brooklyn,6.5,16,"Director:,S. Sylvan Simon,,|,Stars:,Sally Eilers,,,Paul Kelly,,,Larry J. Blake,,,Maurice Murphy,","Action, Adventure, Crime",65 min,
(1936),Border Flight,6.5,32,"Director:,Otho Lovering,,|,Stars:,Frances Farmer,,,John Howard,,,Roscoe Karns,,,Robert Cummings,","Action, Crime, Drama",58 min,
(2013),Long Shot Louie,6.5,26,"Director:,John Bianco,,|,Stars:,Steve Stanulis,,,Jacqueline Hendy,,,John Bianco,,,Catherine Eaton,","Action, Crime, Drama",87 min,
(2015),Rod the Stormtrooper: Episode V - The Hidden Darkness,6.5,16,"Director:,Brad Schinkel,,|,Stars:,Brian Reilly,,,Mike Delisle,,,Doug White,,,Matthew Neville,","Action, Comedy, Sci-Fi",60 min,
(2012),Project Breakwater,6.5,8,"Director:,Brian Clement,,|,Stars:,Matthew Devon Hemans,,,Luke Marty,,,Robert Nolan,,,Sarah Cody,","Action, Sci-Fi, Thriller",62 min,
(2008),The Zero Point,6.5,14,"Director:,Eric Neal,,|,Stars:,Aaron Galvin,,,Nancy Veloo,,,Jared Martzell,,,Miaken Kristola,","Action, Sci-Fi, Thriller",46 min,
(1997),Gentleman,6.5,30,"Director:,Stephen Scaia,,|,Stars:,Bryan Shukoff,,,Sean Crespo,,,Jason Lont,,,Jennifer Butler,","Action, Comedy",,
(2014),Star Wars: The New Republic,6.5,20,,"Action, Adventure, Sci-Fi",,
(2013),Phantom of a Previous War,6.5,23,"Director:,Hawre Mustafa,,|,Stars:,Lanya Abdullah,,,Shadan Ali,,,Danny Darren,,,Hamno Hawre,","Action, Drama, Romance",80 min,
(2012),The Bike Heist,6.5,8,"Directors:,Curtis Cleveland,,,Brittany Baxter,,|,Stars:,Darren Arsenault,,,Jacob Bailey,,,Drew Bakgaard,,,Andrew James Boyd,","Action, Adventure, Comedy",88 min,
